,ISBN,Book-Title,Book-Author,Year-Of-Publication,Image-URL-L
7565,0140013997,My Family and Other Animals.,Gerald Malcolm Durrell,1977,http://images.amazon.com/images/P/0140013997.01.LZZZZZZZ.jpg
7566,0061099252,Family Pictures,Sue Miller,1991,http://images.amazon.com/images/P/0061099252.01.LZZZZZZZ.jpg
7567,0375505997,The Truth Is... My Life in Love and Music,Melissa Etheridge,2001,http://images.amazon.com/images/P/0375505997.01.LZZZZZZZ.jpg
7568,0786010924,All the Way Home,Wendy Corsi Staub,2000,http://images.amazon.com/images/P/0786010924.01.LZZZZZZZ.jpg
7569,074323748X,The Moment She Was Gone : A Novel,Evan Hunter,2002,http://images.amazon.com/images/P/074323748X.01.LZZZZZZZ.jpg
7570,0345371135,Quincunx,Charles Palliser,1991,http://images.amazon.com/images/P/0345371135.01.LZZZZZZZ.jpg
7571,0553578960,The Robber Bride,Margaret Atwood,1993,http://images.amazon.com/images/P/0385260083.01.LZZZZZZZ.jpg
7572,0812511069,Destiny's Road,Larry Niven,1998,http://images.amazon.com/images/P/0812511069.01.LZZZZZZZ.jpg
7573,0553577239,"The Bone Doll's Twin (Tamir Trilogy, Book 1)",Lynn Flewelling,2001,http://images.amazon.com/images/P/0553577239.01.LZZZZZZZ.jpg
7574,0375724400,When We Were Orphans (Vintage International (Paperback)),Kazuo Ishiguro,2001,http://images.amazon.com/images/P/0375724400.01.LZZZZZZZ.jpg
7575,3499227304,Ausweitung der Kampfzone.,Michel Houellebecq,2000,http://images.amazon.com/images/P/3499227304.01.LZZZZZZZ.jpg
7576,3492238696,Balzac und die kleine chinesische Schneiderin.,Dai Sijie,2003,http://images.amazon.com/images/P/3492238696.01.LZZZZZZZ.jpg
7577,0373710615,"Wonders Never Cease (Count On A Cop) (Harlequin Superromance, No. 1061)",Debra Salonen,2002,http://images.amazon.com/images/P/0373710615.01.LZZZZZZZ.jpg
7578,0449227944,"Asylum (Blackstone Chronicles, No 6)",JOHN SAUL,1997,http://images.amazon.com/images/P/0449227944.01.LZZZZZZZ.jpg
7579,0812564618,Vulcan's Forge (Philip Mercer),Jack B. Du Brul,1999,http://images.amazon.com/images/P/0812564618.01.LZZZZZZZ.jpg
7580,0553574086,Critical Judgment,Michael Palmer,1996,http://images.amazon.com/images/P/0553100742.01.LZZZZZZZ.jpg
7581,0895264544,Unlimited Access: An FBI Agent Inside the Clinton White House,Gary Warren Aldrich,1996,http://images.amazon.com/images/P/0895264544.01.LZZZZZZZ.jpg
7582,0684822776,The Riders,Tim Winton,1996,http://images.amazon.com/images/P/0684822776.01.LZZZZZZZ.jpg
7583,0671028367,Deadly Decisions,Kathy Reichs,2000,http://images.amazon.com/images/P/0684859718.01.LZZZZZZZ.jpg
7584,0440220734,"Area 51 (Area 51, Book 1)",Robert Doherty,1997,http://images.amazon.com/images/P/0440220734.01.LZZZZZZZ.jpg
7585,3423128399,Die Entdeckung der Currywurst.,Uwe Timm,2000,http://images.amazon.com/images/P/3423128399.01.LZZZZZZZ.jpg
7586,0440133688,House Of God.,Samuel Shem,1998,http://images.amazon.com/images/P/3426609061.01.LZZZZZZZ.jpg
7587,0060002077,A Gentleman's Honor,Stephanie Laurens,2003,http://images.amazon.com/images/P/0060002077.01.LZZZZZZZ.jpg
7588,0811214982,The Red Notebook: True Stories,Paul Auster,2002,http://images.amazon.com/images/P/0811214982.01.LZZZZZZZ.jpg
7589,0451453573,Eric (Discworld Novels (Paperback)),Terry Pratchett,1995,http://images.amazon.com/images/P/0451453573.01.LZZZZZZZ.jpg
7590,0061020656,Pyramids (Discworld Novels (Paperback)),Terry Pratchett,2001,http://images.amazon.com/images/P/0061020656.01.LZZZZZZZ.jpg
7591,0345447980,Planet of the Apes,Pierre Boulle,2001,http://images.amazon.com/images/P/0345447980.01.LZZZZZZZ.jpg
7592,038547802X,Rants,DENNIS MILLER,1997,http://images.amazon.com/images/P/038547802X.01.LZZZZZZZ.jpg
7593,0452281768,The Kid: What Happened After My Boyfriend and I Decided to Go Get Pregnant : An Adoption Story,Dan Savage,1999,http://images.amazon.com/images/P/0525945253.01.LZZZZZZZ.jpg
7594,038071843X,Breach of Duty: A J.P. Beaumont Mystery,J.A. Jance,1999,http://images.amazon.com/images/P/0380974061.01.LZZZZZZZ.jpg
7596,0441008631,The Telling,Ursula K. Le Guin,2000,http://images.amazon.com/images/P/0151005672.01.LZZZZZZZ.jpg
7597,0380792494,Devil's Claw,J.A. Jance,2001,http://images.amazon.com/images/P/0380792494.01.LZZZZZZZ.jpg
7598,044922788X,"In the Shadow of Evil: The Handkerchief (The Blackstone Chronicles , No 4)",John Saul,1997,http://images.amazon.com/images/P/044922788X.01.LZZZZZZZ.jpg
7599,0449227847,"Twist of Fate: The Locket (The Blackstone Chronicles, No 2)",John Saul,1997,http://images.amazon.com/images/P/0449227847.01.LZZZZZZZ.jpg
7600,1551668769,With A Southern Touch,Diana Palmer,2002,http://images.amazon.com/images/P/1551668769.01.LZZZZZZZ.jpg
7601,0786861363,Knee Deep in Paradise,Brett Butler,1996,http://images.amazon.com/images/P/0786861363.01.LZZZZZZZ.jpg
7602,055358264X,Dream Country,Luanne Rice,2001,http://images.amazon.com/images/P/0553801198.01.LZZZZZZZ.jpg
7603,0895297272,"Prescription for Nutritional Healing: A Practical A-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Herbs &amp; Food Supplements","James F., Md. Balch",1996,http://images.amazon.com/images/P/0895297272.01.LZZZZZZZ.jpg
7604,067100767X,Rain Fall,Barry Eisler,2003,http://images.amazon.com/images/P/045120915X.01.LZZZZZZZ.jpg
7605,0060007192,A Series of Unfortunate Events: Lemony Snicket : The Unauthorized Autobiography (A Series of Unfortunate Events),Lemony Snicket,2003,http://images.amazon.com/images/P/0060562250.01.LZZZZZZZ.jpg
7606,0345305507,"The One Tree (The Second Chronicles of Thomas Covenant, Book 2)",Stephen R. Donaldson,1993,http://images.amazon.com/images/P/0345348699.01.LZZZZZZZ.jpg
7608,0316815837,These Granite Islands,Sarah Stonich,2001,http://images.amazon.com/images/P/0316815837.01.LZZZZZZZ.jpg
7611,0141301120,Charlie and the Great Glass Elevator (Puffin Novels),Roald Dahl,1998,http://images.amazon.com/images/P/0141301120.01.LZZZZZZZ.jpg
7612,0345348656,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)",Stephen R. Donaldson,1984,http://images.amazon.com/images/P/0345348656.01.LZZZZZZZ.jpg
7613,0375701214,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,1997,http://images.amazon.com/images/P/0375401156.01.LZZZZZZZ.jpg
7614,0061020397,Carpe Jugulum (Discworld Novels (Paperback)),Terry Pratchett,2000,http://images.amazon.com/images/P/0061020397.01.LZZZZZZZ.jpg
7615,0425146812,Second Nature,Alice Hoffman,1995,http://images.amazon.com/images/P/0425146812.01.LZZZZZZZ.jpg
7616,0451125509,The Other Woman,Joy Fielding,1993,http://images.amazon.com/images/P/0451125509.01.LZZZZZZZ.jpg
7617,0062517864,The Monk Downstairs : A Novel,Tim Farrington,2003,http://images.amazon.com/images/P/0062517864.01.LZZZZZZZ.jpg
7618,0764223305,The Covenant (Abram's Daughters),Beverly Lewis,2002,http://images.amazon.com/images/P/0764227173.01.LZZZZZZZ.jpg
7619,0684836270,EXQUISITE CORPSE,Poppy Z. Brite,1997,http://images.amazon.com/images/P/0684836270.01.LZZZZZZZ.jpg
7620,0446611727,Some Girls Do,Leanne Banks,2003,http://images.amazon.com/images/P/0446611727.01.LZZZZZZZ.jpg
7621,0843945508,Bite (Love Spell),Richard Laymon,1999,http://images.amazon.com/images/P/0843945508.01.LZZZZZZZ.jpg
7622,0345383230,Photographing Fairies,Steve Szilagyi,1993,http://images.amazon.com/images/P/0345383230.01.LZZZZZZZ.jpg
7623,0684842696,UNDERWORLD: A NOVEL,Don DeLillo,1998,http://images.amazon.com/images/P/0684848155.01.LZZZZZZZ.jpg
7624,0380756218,Shadows,John Saul,1993,http://images.amazon.com/images/P/0553560271.01.LZZZZZZZ.jpg
7625,0865471185,West With the Night,Beryl Markham,1983,http://images.amazon.com/images/P/0865471185.01.LZZZZZZZ.jpg
7626,0679753796,"Dance, Dance, Dance: A Novel",Haruki Murakami,1995,http://images.amazon.com/images/P/0679753796.01.LZZZZZZZ.jpg
7627,0060927569,High Tide in Tucson: Essays from Now or Never,Barbara Kingsolver,1995,http://images.amazon.com/images/P/0060172916.01.LZZZZZZZ.jpg
7629,1558531564,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live &amp; Learn &amp; Pass It on)",H. Jackson Brown,1992,http://images.amazon.com/images/P/1558531564.01.LZZZZZZZ.jpg
7630,0553344862,The River Why,David James Duncan,1988,http://images.amazon.com/images/P/0553344862.01.LZZZZZZZ.jpg
7631,0553227750,The Clan of the Cave Bear,JEAN M. AUEL,2001,http://images.amazon.com/images/P/060961097X.01.LZZZZZZZ.jpg
7632,0395644976,School for the Blind,Dennis McFarland,1994,http://images.amazon.com/images/P/0395644976.01.LZZZZZZZ.jpg
7633,0380715929,Mother Earth Father Sky,Sue Harrison,1991,http://images.amazon.com/images/P/0380715929.01.LZZZZZZZ.jpg
7634,0312969198,A Cold Day in Paradise (Alex McKnight Mysteries (Paperback)),Steve Hamilton,2000,http://images.amazon.com/images/P/0312969198.01.LZZZZZZZ.jpg
7635,0684853302,"The Touch : A Novel (Mccullough, Colleen)",Colleen McCullough,2003,http://images.amazon.com/images/P/0684853302.01.LZZZZZZZ.jpg
7636,0446613444,The Black Ice,Michael Connelly,2003,http://images.amazon.com/images/P/0446613444.01.LZZZZZZZ.jpg
7637,0449221393,Driving Force,Dick Francis,1992,http://images.amazon.com/images/P/0399137769.01.LZZZZZZZ.jpg
7638,042512164X,Capital Crimes,Stuart Woods,2003,http://images.amazon.com/images/P/0399150900.01.LZZZZZZZ.jpg
7639,0446530891,Split Second,David Baldacci,2003,http://images.amazon.com/images/P/0446530891.01.LZZZZZZZ.jpg
7642,0786889187,Cadillac Jukebox (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,1997,http://images.amazon.com/images/P/0786889187.01.LZZZZZZZ.jpg
7643,0929264576,You Might Be a Redneck If...,Jeff Foxworthy,1989,http://images.amazon.com/images/P/0929264576.01.LZZZZZZZ.jpg
7644,3453099737,Azrael.,Wolfgang Hohlbein,1996,http://images.amazon.com/images/P/3453099737.01.LZZZZZZZ.jpg
7645,3462028189,Crazy,Benjamin Lebert,2000,http://images.amazon.com/images/P/3462028189.01.LZZZZZZZ.jpg
7646,0553268929,The Great Santini,Pat Conroy,1987,http://images.amazon.com/images/P/0553268929.01.LZZZZZZZ.jpg
7647,0440201969,Bluebeard,Kurt Vonnegut,1988,http://images.amazon.com/images/P/0440201969.01.LZZZZZZZ.jpg
7648,0805000305,"They Shoot Canoes, Don't They?",Patrick F. McManus,1982,http://images.amazon.com/images/P/0805000305.01.LZZZZZZZ.jpg
7649,0805001115,The Grasshopper Trap,Patrick F. McManus,1986,http://images.amazon.com/images/P/0805001115.01.LZZZZZZZ.jpg
7650,0805013407,The Night the Bear Ate Goombaw,Patrick R. McManus,1990,http://images.amazon.com/images/P/0805013407.01.LZZZZZZZ.jpg
7651,0394823370,The Lorax,Dr. Seuss,1971,http://images.amazon.com/images/P/0394823370.01.LZZZZZZZ.jpg
7652,0440775825,Ralph S. Mouse,Not Applicable (Na ),1983,http://images.amazon.com/images/P/0440775825.01.LZZZZZZZ.jpg
7653,0717283208,Prince and the Pauper Walt Disney,Disney,1993,http://images.amazon.com/images/P/0717283208.01.LZZZZZZZ.jpg
7654,0679867384,"Arthur's Reading Race (Step-Into-Reading, Step 3)",Marc Tolon Brown,1996,http://images.amazon.com/images/P/0679967389.01.LZZZZZZZ.jpg
7655,0898154901,The Moosewood Cookbook,Mollie Katzen,1992,http://images.amazon.com/images/P/0898154901.01.LZZZZZZZ.jpg
7656,0679781382,Asylum (Vintage Contemporaries),Patrick McGrath,1998,http://images.amazon.com/images/P/0679781382.01.LZZZZZZZ.jpg
7658,0786012633,Buried Memories,Irene Pence,2001,http://images.amazon.com/images/P/0786012633.01.LZZZZZZZ.jpg
7659,0441748600,To Sail Beyond the Sunset,Robert Heinlein,1996,http://images.amazon.com/images/P/0441748600.01.LZZZZZZZ.jpg
7660,0517064871,Dean R. Koontz: Three Complete Novels : The Servants of Twilight; Darkfall; Phantoms,DEAN KOONTZ,1991,http://images.amazon.com/images/P/0517064871.01.LZZZZZZZ.jpg
7661,0345421949,Roads Not Taken: Tales of Alternate History,Gardner Dozois,1998,http://images.amazon.com/images/P/0345421949.01.LZZZZZZZ.jpg
7662,0446611611,City of Bones,Michael Connelly,2002,http://images.amazon.com/images/P/0316154059.01.LZZZZZZZ.jpg
7663,0671888587,I'LL BE SEEING YOU,Mary Higgins Clark,1993,http://images.amazon.com/images/P/0671673661.01.LZZZZZZZ.jpg
7664,0399138749,Mr. Murder,Dean R. Koontz,1993,http://images.amazon.com/images/P/0399138994.01.LZZZZZZZ.jpg
7665,0517887940,Feng Shui Step by Step: Arranging Your Home for Health and Happiness-With Personalized Astrological Charts,T. Raphael Simons,1996,http://images.amazon.com/images/P/0517887940.01.LZZZZZZZ.jpg
7666,0440117658,Deadeye Dick,"Kurt, Jr. Vonnegut",1996,http://images.amazon.com/images/P/0440117658.01.LZZZZZZZ.jpg
7667,0802140122,Twelve,Nick McDonell,2003,http://images.amazon.com/images/P/0802140122.01.LZZZZZZZ.jpg
7668,0767917413,"I Don't Mean to Be Rude, But... : Backstage Gossip from American Idol &amp; the Secrets that Can Make You a Star",SIMON COWELL,2003,http://images.amazon.com/images/P/0767917413.01.LZZZZZZZ.jpg
7669,0385720211,In the Drink,KATE CHRISTENSEN,1999,http://images.amazon.com/images/P/0385494505.01.LZZZZZZZ.jpg
7670,0140062718,The Rebel Angels,Robertson Davies,1983,http://images.amazon.com/images/P/0140062718.01.LZZZZZZZ.jpg
7671,0156005042,But I Love You Anyway (Harvest American Writing),Sara Lewis,1997,http://images.amazon.com/images/P/0156005042.01.LZZZZZZZ.jpg
7672,1555837336,Screening Party,Dennis Hensley,2002,http://images.amazon.com/images/P/1555837336.01.LZZZZZZZ.jpg
7673,0871138018,The Toughest Indian in the World,Sherman Alexie,2001,http://images.amazon.com/images/P/0802138004.01.LZZZZZZZ.jpg
7674,0553211447,Notes from Underground (Bantam Classic),Fyodor Dostoevsky,1983,http://images.amazon.com/images/P/0553211447.01.LZZZZZZZ.jpg
7676,0451524357,Complete Fairy Tales of Oscar Wilde,Oscar Wilde,1996,http://images.amazon.com/images/P/0451524357.01.LZZZZZZZ.jpg
7677,0553213504,The Count of Monte Cristo,Alexandre Dumas,1995,http://images.amazon.com/images/P/0451521951.01.LZZZZZZZ.jpg
7678,0375705244,Founding Brothers: The Revolutionary Generation,JOSEPH J. ELLIS,2000,http://images.amazon.com/images/P/0375405445.01.LZZZZZZZ.jpg
7679,0316898163,"River, Cross My Heart",Breena Clarke,1999,http://images.amazon.com/images/P/0316899992.01.LZZZZZZZ.jpg
7680,3257229909,Venezianische Scharade. Commissario Brunettis dritter Fall.,Donna Leon,1997,http://images.amazon.com/images/P/3257229909.01.LZZZZZZZ.jpg
7681,006019958X,Savannah Blues,Mary Kay Andrews,2003,http://images.amazon.com/images/P/0060519134.01.LZZZZZZZ.jpg
7682,0373250541,My Fake Wedding (Red Dress Ink),Mina Ford,2004,http://images.amazon.com/images/P/0373250541.01.LZZZZZZZ.jpg
7683,0373250452,Lost &amp; Found (Red Dress Ink),Jane Sigaloff,2004,http://images.amazon.com/images/P/0373250452.01.LZZZZZZZ.jpg
7684,0380973537,The Passionate Eye: The Collected Writing of Suzanne Vega,Suzanne Vega,1999,http://images.amazon.com/images/P/0380973537.01.LZZZZZZZ.jpg
7685,0743211936,An Hour Before Daylight,Jimmy Carter,2001,http://images.amazon.com/images/P/0743211936.01.LZZZZZZZ.jpg
7686,0375725466,The Buffalo Soldier : A Novel,CHRIS BOHJALIAN,2003,http://images.amazon.com/images/P/0375725466.01.LZZZZZZZ.jpg
7687,0439424690,Day My Butt Went Psycho,Andy Griffiths,2003,http://images.amazon.com/images/P/0439424690.01.LZZZZZZZ.jpg
7688,1401301061,The World According to Mister Rogers,Fred Rogers,2003,http://images.amazon.com/images/P/1401301061.01.LZZZZZZZ.jpg
7689,0743243803,The Partly Cloudy Patriot,Sarah Vowell,2003,http://images.amazon.com/images/P/0743243803.01.LZZZZZZZ.jpg
7690,1573225320,The Holy Man,Susan Trott,1996,http://images.amazon.com/images/P/1573225320.01.LZZZZZZZ.jpg
7691,0060988258,Running in Heels: A Novel,Anna Maxted,2001,http://images.amazon.com/images/P/0060393211.01.LZZZZZZZ.jpg
7692,0061012351,Vendetta: Luckys Revenge,Jackie Collins,1997,http://images.amazon.com/images/P/0061012351.01.LZZZZZZZ.jpg
7693,0345425782,Dave Barry Is from Mars and Venus,DAVE BARRY,1998,http://images.amazon.com/images/P/0345425782.01.LZZZZZZZ.jpg
7694,0312915799,Deadly Medicine,Dan Reed,1989,http://images.amazon.com/images/P/0312915799.01.LZZZZZZZ.jpg
7695,0446608386,Killing Me Softly: A Novel of Obsession,Nicci French,1999,http://images.amazon.com/images/P/0892966971.01.LZZZZZZZ.jpg
7696,037371128X,The Secret Daughter  (Raising Cane),Roz Denny Fox,2003,http://images.amazon.com/images/P/037371128X.01.LZZZZZZZ.jpg
7697,0373711328,Keeping Faith  (A Little secret),Janice Macdonald,2003,http://images.amazon.com/images/P/0373711328.01.LZZZZZZZ.jpg
7698,0452281431,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,1999,http://images.amazon.com/images/P/0452266564.01.LZZZZZZZ.jpg
7699,067150987X,Winters' Tales: Stories and Observations for the Unusual,Jonathan Winters,1987,http://images.amazon.com/images/P/0394564243.01.LZZZZZZZ.jpg
7702,0743406176,If Only It Were True,Marc Levy,2001,http://images.amazon.com/images/P/0743406184.01.LZZZZZZZ.jpg
7703,0553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hahn,1992,http://images.amazon.com/images/P/0553351397.01.LZZZZZZZ.jpg
7704,0385511612,Bleachers,JOHN GRISHAM,2004,http://images.amazon.com/images/P/0440242002.01.LZZZZZZZ.jpg
7705,0312971397,Cuba (A Jake Grafton Novel),Stephen Coonts,2000,http://images.amazon.com/images/P/0312971397.01.LZZZZZZZ.jpg
7706,0786869054,The Sunday Wife,Cassandra King,2003,http://images.amazon.com/images/P/0786890444.01.LZZZZZZZ.jpg
7707,0375701044,Personal History,Katharine Graham,1997,http://images.amazon.com/images/P/0394585852.01.LZZZZZZZ.jpg
7709,0812511751,Elvenblood (Halfblood Chronicles),Andre Norton,1996,http://images.amazon.com/images/P/0812563190.01.LZZZZZZZ.jpg
7711,0836217179,Chickens Are Restless (Far Side Series),Gary Larson,1993,http://images.amazon.com/images/P/0836217179.01.LZZZZZZZ.jpg
7712,0425148289,On Dangerous Ground,Jack Higgins,1995,http://images.amazon.com/images/P/0425148289.01.LZZZZZZZ.jpg
7713,0486264718,Gunga Din and Other Favorite Poems (Dover Thrift Editions),Rudyard Kipling,1990,http://images.amazon.com/images/P/0486264718.01.LZZZZZZZ.jpg
7714,0671035452,Hot Springs (Earl Swagger Novels (Paperback)),Stephen Hunter,2001,http://images.amazon.com/images/P/0671035452.01.LZZZZZZZ.jpg
7715,0743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002,http://images.amazon.com/images/P/0743418131.01.LZZZZZZZ.jpg
7716,0679428879,Enigma,Robert Harris,1996,http://images.amazon.com/images/P/0804115486.01.LZZZZZZZ.jpg
7717,0451410386,The Five Bells and Bladebone (Richard Jury Mysteries (Paperback)),Martha Grimes,2002,http://images.amazon.com/images/P/0451410386.01.LZZZZZZZ.jpg
7718,0446517380,"Mary, Mary",Ed McBain,1993,http://images.amazon.com/images/P/0446517380.01.LZZZZZZZ.jpg
7719,0393315630,Marabou Stork Nightmares,Irvine Welsh,1997,http://images.amazon.com/images/P/0393315630.01.LZZZZZZZ.jpg
7720,0440158532,Mother Night,Kurt Vonnegut,1995,http://images.amazon.com/images/P/0440158532.01.LZZZZZZZ.jpg
7721,042515999X,The Solitaire Mystery,Jostein Gaarder,1997,http://images.amazon.com/images/P/042515999X.01.LZZZZZZZ.jpg
7722,1880418592,"Song of Susannah (The Dark Tower, Book 6)",Stephen King,2004,http://images.amazon.com/images/P/1880418592.01.LZZZZZZZ.jpg
7723,1582342156,All Families Are Psychotic,Douglas Coupland,2002,http://images.amazon.com/images/P/1582342156.01.LZZZZZZZ.jpg
7724,0553583611,Fatal,MICHAEL PALMER,2003,http://images.amazon.com/images/P/0553583611.01.LZZZZZZZ.jpg
7725,1565925157,Web Design in a Nutshell : A Desktop Quick Reference,Jennifer Niederst,1998,http://images.amazon.com/images/P/1565925157.01.LZZZZZZZ.jpg
7726,0440237556,The Highlander,Elaine Coffman,2003,http://images.amazon.com/images/P/155166738X.01.LZZZZZZZ.jpg
7727,0060194790,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2001,http://images.amazon.com/images/P/0060932813.01.LZZZZZZZ.jpg
7728,3423117370,Fool on the Hill. Roman.,Matt Ruff,1993,http://images.amazon.com/images/P/3423117370.01.LZZZZZZZ.jpg
7729,0060011939,Veronika Decide Morir,Paulo Coelho,2001,http://images.amazon.com/images/P/0060011939.01.LZZZZZZZ.jpg
